imie,plec,rok,miesiac,liczba
Józefina,K,2006,5,0
Józefina,K,2006,4,0
Józefina,K,2006,3,0
Józefina,K,2006,2,0
Józefina,K,2006,1,0
Józefina,K,2005,12,0
Józefina,K,2005,11,0
Józefina,K,2005,10,0
Józefina,K,2005,9,1
Józefina,K,2005,8,0
Józefina,K,2005,7,0
Józefina,K,2005,6,0
Józefina,K,2005,5,0
Józefina,K,2005,4,0
Józefina,K,2005,3,0
Józefina,K,2005,2,0
Józefina,K,2005,1,0
Józefina,K,2004,12,0
Józefina,K,2004,11,0
Józefina,K,2004,10,0
Józefina,K,2004,9,0
Józefina,K,2004,8,0
Józefina,K,2004,7,0
Judyta,K,2016,5,0
Judyta,K,2016,4,0
Judyta,K,2016,3,0
Judyta,K,2016,2,1
Judyta,K,2016,1,0
Judyta,K,2015,12,1
Judyta,K,2015,11,0
Judyta,K,2015,10,0
Judyta,K,2015,9,0
Judyta,K,2015,8,1
Judyta,K,2015,7,0
Judyta,K,2015,6,1
Judyta,K,2015,5,0
Judyta,K,2015,4,1
Judyta,K,2015,3,0
Judyta,K,2015,2,1
Judyta,K,2015,1,1
Judyta,K,2014,12,0
Judyta,K,2014,11,0
Judyta,K,2014,10,1
Judyta,K,2014,9,1
Judyta,K,2014,8,0
Judyta,K,2014,7,0
Judyta,K,2014,6,0
Judyta,K,2014,5,0
Judyta,K,2014,4,0
Judyta,K,2014,3,3
Judyta,K,2014,2,0
Judyta,K,2014,1,0
Judyta,K,2013,12,1
Judyta,K,2013,11,0
Judyta,K,2013,10,0
Judyta,K,2013,9,0
Judyta,K,2013,8,0
Judyta,K,2013,7,0
Judyta,K,2013,6,0
Judyta,K,2013,5,1
Judyta,K,2013,4,1
Judyta,K,2013,3,0
Judyta,K,2013,2,0
Judyta,K,2013,1,1
Judyta,K,2012,12,0
Judyta,K,2012,11,0
Judyta,K,2012,10,1
Judyta,K,2012,9,0
Judyta,K,2012,8,0
Judyta,K,2012,7,0
Judyta,K,2012,6,1
Judyta,K,2012,5,0
Judyta,K,2012,4,0
Judyta,K,2012,3,0
Judyta,K,2012,2,0
Judyta,K,2012,1,0
Judyta,K,2011,12,0
Judyta,K,2011,11,1
Judyta,K,2011,10,0
Judyta,K,2011,9,0
Judyta,K,2011,8,1
Judyta,K,2011,7,0
Judyta,K,2011,6,1
Judyta,K,2011,5,0
Judyta,K,2011,4,1
Judyta,K,2011,3,0
Judyta,K,2011,2,0
Judyta,K,2011,1,0
Judyta,K,2010,12,0
Judyta,K,2010,11,1
Judyta,K,2010,10,0
Judyta,K,2010,9,0
Judyta,K,2010,8,0
Judyta,K,2010,7,0
Judyta,K,2010,6,0
Judyta,K,2010,5,1
Judyta,K,2010,4,0
Judyta,K,2010,3,0
Judyta,K,2010,2,0
Judyta,K,2010,1,0
Judyta,K,2009,12,2
Judyta,K,2009,11,0
Judyta,K,2009,10,1
Judyta,K,2009,9,0
Judyta,K,2009,8,0
Judyta,K,2009,7,0
Judyta,K,2009,6,0
Judyta,K,2009,5,1
Judyta,K,2009,4,1
Judyta,K,2009,3,0
Judyta,K,2009,2,0
Judyta,K,2009,1,0
Judyta,K,2008,12,0
Judyta,K,2008,11,1
Judyta,K,2008,10,0
Judyta,K,2008,9,0
Judyta,K,2008,8,0
Judyta,K,2008,7,1
Judyta,K,2008,6,0
Judyta,K,2008,5,0
Judyta,K,2008,4,1
Judyta,K,2008,3,0
Judyta,K,2008,2,0
Judyta,K,2008,1,0
Judyta,K,2007,12,1
Judyta,K,2007,11,1
Judyta,K,2007,10,0
Judyta,K,2007,9,1
Judyta,K,2007,8,1
Judyta,K,2007,7,0
Judyta,K,2007,6,1
Judyta,K,2007,5,0
Judyta,K,2007,4,1
Judyta,K,2007,3,0
Judyta,K,2007,2,0
Judyta,K,2007,1,0
Judyta,K,2006,12,0
Judyta,K,2006,11,0
Judyta,K,2006,10,0
Judyta,K,2006,9,0
Judyta,K,2006,8,2
Judyta,K,2006,7,0
Judyta,K,2006,6,0
Judyta,K,2006,5,0
Judyta,K,2006,4,0
Judyta,K,2006,3,0
Judyta,K,2006,2,0
Judyta,K,2006,1,0
Judyta,K,2005,12,0
Judyta,K,2005,11,0
Judyta,K,2005,10,1
Judyta,K,2005,9,0
Judyta,K,2005,8,0
Judyta,K,2005,7,0
Judyta,K,2005,6,0
Judyta,K,2005,5,1
Judyta,K,2005,4,0
Judyta,K,2005,3,0
Judyta,K,2005,2,0
Judyta,K,2005,1,0
Judyta,K,2004,12,0
Judyta,K,2004,11,0
Judyta,K,2004,10,1
Judyta,K,2004,9,0
Judyta,K,2004,8,0
Judyta,K,2004,7,0
Julia,K,2016,5,2
Julia,K,2016,4,4
Julia,K,2016,3,7
Julia,K,2016,2,10
Julia,K,2016,1,7
Julia,K,2015,12,5
Julia,K,2015,11,8
Julia,K,2015,10,4
Julia,K,2015,9,5
Julia,K,2015,8,8
Julia,K,2015,7,7
Julia,K,2015,6,10
Julia,K,2015,5,10
Julia,K,2015,4,17
Julia,K,2015,3,15
Julia,K,2015,2,18
Julia,K,2015,1,11
Julia,K,2014,12,11
Julia,K,2014,11,14
Julia,K,2014,10,13
Julia,K,2014,9,16
Julia,K,2014,8,9
Julia,K,2014,7,17
Julia,K,2014,6,11
Julia,K,2014,5,10
Julia,K,2014,4,10
Julia,K,2014,3,9
Julia,K,2014,2,13
Julia,K,2014,1,11
Julia,K,2013,12,7
Julia,K,2013,11,12
Julia,K,2013,10,32
Julia,K,2013,9,9
Julia,K,2013,8,13
Julia,K,2013,7,8
Julia,K,2013,6,18
Julia,K,2013,5,11
Julia,K,2013,4,15
Julia,K,2013,3,16
Julia,K,2013,2,7
Julia,K,2013,1,24
Julia,K,2012,12,13
Julia,K,2012,11,23
Julia,K,2012,10,21
Julia,K,2012,9,18
Julia,K,2012,8,29
Julia,K,2012,7,21
Julia,K,2012,6,17
Julia,K,2012,5,22
Julia,K,2012,4,15
Julia,K,2012,3,14
Julia,K,2012,2,25
Julia,K,2012,1,20
Julia,K,2011,12,28
Julia,K,2011,11,14
Julia,K,2011,10,20
Julia,K,2011,9,12
Julia,K,2011,8,23
Julia,K,2011,7,16
Julia,K,2011,6,30
Julia,K,2011,5,23
Julia,K,2011,4,18
Julia,K,2011,3,24
Julia,K,2011,2,24
Julia,K,2011,1,31
Julia,K,2010,12,19
Julia,K,2010,11,37
Julia,K,2010,10,26
Julia,K,2010,9,18
Julia,K,2010,8,15
Julia,K,2010,7,17
Julia,K,2010,6,17
Julia,K,2010,5,16
Julia,K,2010,4,21
Julia,K,2010,3,18
Julia,K,2010,2,22
Julia,K,2010,1,14
Julia,K,2009,12,25
Julia,K,2009,11,26
Julia,K,2009,10,25
Julia,K,2009,9,39
Julia,K,2009,8,20
Julia,K,2009,7,37
Julia,K,2009,6,20
Julia,K,2009,5,26
Julia,K,2009,4,24
Julia,K,2009,3,24
Julia,K,2009,2,8
Julia,K,2009,1,13
Julia,K,2008,12,25
Julia,K,2008,11,23
Julia,K,2008,10,22
Julia,K,2008,9,36
Julia,K,2008,8,25
Julia,K,2008,7,31
Julia,K,2008,6,37
Julia,K,2008,5,10
Julia,K,2008,4,36
Julia,K,2008,3,31
Julia,K,2008,2,33
Julia,K,2008,1,33
Julia,K,2007,12,48
Julia,K,2007,11,30
Julia,K,2007,10,36
Julia,K,2007,9,29
Julia,K,2007,8,34
Julia,K,2007,7,28
Julia,K,2007,6,33
Julia,K,2007,5,34
Julia,K,2007,4,38
Julia,K,2007,3,42
Julia,K,2007,2,45
Julia,K,2007,1,35
Julia,K,2006,12,26
Julia,K,2006,11,28
Julia,K,2006,10,34
Julia,K,2006,9,29
Julia,K,2006,8,29
Julia,K,2006,7,38
Julia,K,2006,6,29
Julia,K,2006,5,43
Julia,K,2006,4,44
Julia,K,2006,3,30
Julia,K,2006,2,30
Julia,K,2006,1,38
Julia,K,2005,12,32
Julia,K,2005,11,32
Julia,K,2005,10,29
Julia,K,2005,9,35
Julia,K,2005,8,17
Julia,K,2005,7,40
Julia,K,2005,6,34
Julia,K,2005,5,41
Julia,K,2005,4,35
Julia,K,2005,3,35
Julia,K,2005,2,39
Julia,K,2005,1,47
Julia,K,2004,12,22
Julia,K,2004,11,29
Julia,K,2004,10,21
Julia,K,2004,9,43
Julia,K,2004,8,19
Julia,K,2004,7,11
Julianna,K,2016,5,0
Julianna,K,2016,4,0
Julianna,K,2016,3,0
Julianna,K,2016,2,0
Julianna,K,2016,1,0
Julianna,K,2015,12,0
Julianna,K,2015,11,0
Julianna,K,2015,10,0
Julianna,K,2015,9,0
Julianna,K,2015,8,0
Julianna,K,2015,7,0
Julianna,K,2015,6,0
Julianna,K,2015,5,0
Julianna,K,2015,4,0
Julianna,K,2015,3,0
Julianna,K,2015,2,0
Julianna,K,2015,1,1
Julianna,K,2014,12,1
Julianna,K,2014,11,0
Julianna,K,2014,10,0
Julianna,K,2014,9,0
Julianna,K,2014,8,0
Julianna,K,2014,7,0
Julianna,K,2014,6,0
Julianna,K,2014,5,0
Julianna,K,2014,4,0
Julianna,K,2014,3,0
Julianna,K,2014,2,0
Julianna,K,2014,1,1
Julianna,K,2013,12,1
Julianna,K,2013,11,0
Julianna,K,2013,10,0
Julianna,K,2013,9,0
Julianna,K,2013,8,0
Julianna,K,2013,7,0
Julianna,K,2013,6,0
Julianna,K,2013,5,0
Julianna,K,2013,4,1
Julianna,K,2013,3,2
Julianna,K,2013,2,0
Julianna,K,2013,1,0
Julianna,K,2012,12,0
Julianna,K,2012,11,1
Julianna,K,2012,10,0
Julianna,K,2012,9,0
Julianna,K,2012,8,0
Julianna,K,2012,7,0
Julianna,K,2012,6,0
Julianna,K,2012,5,0
Julianna,K,2012,4,0
Julianna,K,2012,3,1
Julianna,K,2012,2,0
Julianna,K,2012,1,0
Julianna,K,2011,12,1
Julianna,K,2011,11,0
Julianna,K,2011,10,1
Julianna,K,2011,9,0
Julianna,K,2011,8,1
Julianna,K,2011,7,0
Julianna,K,2011,6,1
Julianna,K,2011,5,0
Julianna,K,2011,4,0
Julianna,K,2011,3,1
Julianna,K,2011,2,1
Julianna,K,2011,1,0
Julianna,K,2010,12,0
Julianna,K,2010,11,0
Julianna,K,2010,10,0
Julianna,K,2010,9,1
Julianna,K,2010,8,0
Julianna,K,2010,7,0
Julianna,K,2010,6,0
Julianna,K,2010,5,0
Julianna,K,2010,4,1
Julianna,K,2010,3,0
Julianna,K,2010,2,0
Julianna,K,2010,1,0
Julianna,K,2009,12,1
Julianna,K,2009,11,0
Julianna,K,2009,10,0
Julianna,K,2009,9,0
Julianna,K,2009,8,0
Julianna,K,2009,7,1
Julianna,K,2009,6,0
Julianna,K,2009,5,0
Julianna,K,2009,4,0
Julianna,K,2009,3,0
Julianna,K,2009,2,1
Julianna,K,2009,1,1
Julianna,K,2008,12,1
Julianna,K,2008,11,1
Julianna,K,2008,10,1
Julianna,K,2008,9,0
Julianna,K,2008,8,0
Julianna,K,2008,7,0
Julianna,K,2008,6,0
Julianna,K,2008,5,0
Julianna,K,2008,4,0
Julianna,K,2008,3,0
Julianna,K,2008,2,2
Julianna,K,2008,1,1
Julianna,K,2007,12,0
Julianna,K,2007,11,0
Julianna,K,2007,10,0
Julianna,K,2007,9,0
Julianna,K,2007,8,0
Julianna,K,2007,7,0
Julianna,K,2007,6,0
Julianna,K,2007,5,0
Julianna,K,2007,4,1
Julianna,K,2007,3,0
Julianna,K,2007,2,0
Julianna,K,2007,1,0
Julianna,K,2006,12,0
Julianna,K,2006,11,1
Julianna,K,2006,10,1
Julianna,K,2006,9,0
Julianna,K,2006,8,2
Julianna,K,2006,7,0
Julianna,K,2006,6,2
Julianna,K,2006,5,0
Julianna,K,2006,4,0
Julianna,K,2006,3,2
Julianna,K,2006,2,0
Julianna,K,2006,1,0
Julianna,K,2005,12,0
Julianna,K,2005,11,0
Julianna,K,2005,10,0
Julianna,K,2005,9,1
Julianna,K,2005,8,0
Julianna,K,2005,7,1
Julianna,K,2005,6,1
Julianna,K,2005,5,1
Julianna,K,2005,4,0
Julianna,K,2005,3,0
Julianna,K,2005,2,0
Julianna,K,2005,1,0
Julianna,K,2004,12,1
Julianna,K,2004,11,1
Julianna,K,2004,10,0
Julianna,K,2004,9,0
Julianna,K,2004,8,0
Julianna,K,2004,7,0
Julita,K,2016,5,0
Julita,K,2016,4,0
Julita,K,2016,3,0
Julita,K,2016,2,0
Julita,K,2016,1,0
Julita,K,2015,12,0
Julita,K,2015,11,0
Julita,K,2015,10,1
Julita,K,2015,9,1
Julita,K,2015,8,0
Julita,K,2015,7,0
Julita,K,2015,6,0
Julita,K,2015,5,1
Julita,K,2015,4,0
Julita,K,2015,3,1
Julita,K,2015,2,0
Julita,K,2015,1,0
Julita,K,2014,12,1
Julita,K,2014,11,0
Julita,K,2014,10,1
Julita,K,2014,9,1
Julita,K,2014,8,0
Julita,K,2014,7,0
Julita,K,2014,6,1
Julita,K,2014,5,0
Julita,K,2014,4,0
Julita,K,2014,3,0
Julita,K,2014,2,1
Julita,K,2014,1,0
Julita,K,2013,12,0
Julita,K,2013,11,0
Julita,K,2013,10,1
Julita,K,2013,9,1
Julita,K,2013,8,0
Julita,K,2013,7,0
Julita,K,2013,6,0
Julita,K,2013,5,2
Julita,K,2013,4,0
Julita,K,2013,3,1
Julita,K,2013,2,0
Julita,K,2013,1,1
Julita,K,2012,12,1
Julita,K,2012,11,0
Julita,K,2012,10,0
Julita,K,2012,9,1
Julita,K,2012,8,0
Julita,K,2012,7,0
Julita,K,2012,6,2
Julita,K,2012,5,0
Julita,K,2012,4,0
Julita,K,2012,3,0
Julita,K,2012,2,0
Julita,K,2012,1,0
Julita,K,2011,12,0
Julita,K,2011,11,0
Julita,K,2011,10,0
Julita,K,2011,9,0
Julita,K,2011,8,0
Julita,K,2011,7,0
Julita,K,2011,6,0
Julita,K,2011,5,0
Julita,K,2011,4,0
Julita,K,2011,3,2
Julita,K,2011,2,0
Julita,K,2011,1,1
Julita,K,2010,12,0
Julita,K,2010,11,0
Julita,K,2010,10,1
Julita,K,2010,9,0
Julita,K,2010,8,1
Julita,K,2010,7,1
Julita,K,2010,6,0
Julita,K,2010,5,2
Julita,K,2010,4,0
Julita,K,2010,3,0
Julita,K,2010,2,2
Julita,K,2010,1,0
Julita,K,2009,12,0
Julita,K,2009,11,0
Julita,K,2009,10,0
Julita,K,2009,9,2
Julita,K,2009,8,1
Julita,K,2009,7,0
Julita,K,2009,6,1
Julita,K,2009,5,0
Julita,K,2009,4,1
Julita,K,2009,3,0
Julita,K,2009,2,0
Julita,K,2009,1,0
Julita,K,2008,12,0
Julita,K,2008,11,0
Julita,K,2008,10,1
Julita,K,2008,9,0
Julita,K,2008,8,1
Julita,K,2008,7,2
Julita,K,2008,6,0
Julita,K,2008,5,0
Julita,K,2008,4,0
Julita,K,2008,3,0
Julita,K,2008,2,2
Julita,K,2008,1,0
Julita,K,2007,12,3
Julita,K,2007,11,0
Julita,K,2007,10,0
Julita,K,2007,9,1
Julita,K,2007,8,1
Julita,K,2007,7,1
Julita,K,2007,6,0
Julita,K,2007,5,1
Julita,K,2007,4,2
Julita,K,2007,3,1
Julita,K,2007,2,0
Julita,K,2007,1,0
Julita,K,2006,12,1
Julita,K,2006,11,2
Julita,K,2006,10,0
Julita,K,2006,9,1
Julita,K,2006,8,1
Julita,K,2006,7,0
Julita,K,2006,6,0
Julita,K,2006,5,1
Julita,K,2006,4,0
Julita,K,2006,3,0
Julita,K,2006,2,0
Julita,K,2006,1,0
Julita,K,2005,12,0
Julita,K,2005,11,0
Julita,K,2005,10,0
Julita,K,2005,9,0
Julita,K,2005,8,1
Julita,K,2005,7,0
Julita,K,2005,6,1
Julita,K,2005,5,1
Julita,K,2005,4,0
Julita,K,2005,3,0
Julita,K,2005,2,1
Julita,K,2005,1,4
Julita,K,2004,12,1
Julita,K,2004,11,0
Julita,K,2004,10,1
Julita,K,2004,9,1
Julita,K,2004,8,2
Julita,K,2004,7,1
Justyna,K,2016,5,0
Justyna,K,2016,4,0
Justyna,K,2016,3,0
Justyna,K,2016,2,0
Justyna,K,2016,1,0
Justyna,K,2015,12,0
Justyna,K,2015,11,0
Justyna,K,2015,10,0
Justyna,K,2015,9,0
Justyna,K,2015,8,0
Justyna,K,2015,7,0
Justyna,K,2015,6,1
Justyna,K,2015,5,0
Justyna,K,2015,4,0
Justyna,K,2015,3,0
Justyna,K,2015,2,1
Justyna,K,2015,1,0
Justyna,K,2014,12,0
Justyna,K,2014,11,1
Justyna,K,2014,10,1
Justyna,K,2014,9,0
Justyna,K,2014,8,0
Justyna,K,2014,7,2
Justyna,K,2014,6,1
Justyna,K,2014,5,0
Justyna,K,2014,4,1
Justyna,K,2014,3,0
Justyna,K,2014,2,0
Justyna,K,2014,1,1
Justyna,K,2013,12,0
Justyna,K,2013,11,1
Justyna,K,2013,10,1
Justyna,K,2013,9,1
Justyna,K,2013,8,0
Justyna,K,2013,7,0
Justyna,K,2013,6,0
Justyna,K,2013,5,0
Justyna,K,2013,4,1
Justyna,K,2013,3,0
Justyna,K,2013,2,0
Justyna,K,2013,1,1
Justyna,K,2012,12,0
Justyna,K,2012,11,0
Justyna,K,2012,10,0
Justyna,K,2012,9,1
Justyna,K,2012,8,2
Justyna,K,2012,7,0
Justyna,K,2012,6,0
Justyna,K,2012,5,2
Justyna,K,2012,4,1
Justyna,K,2012,3,1
Justyna,K,2012,2,3
Justyna,K,2012,1,0
Justyna,K,2011,12,2
Justyna,K,2011,11,2
Justyna,K,2011,10,1
Justyna,K,2011,9,0
Justyna,K,2011,8,0
Justyna,K,2011,7,0
Justyna,K,2011,6,1
Justyna,K,2011,5,0
Justyna,K,2011,4,0
Justyna,K,2011,3,3
Justyna,K,2011,2,2
Justyna,K,2011,1,3
Justyna,K,2010,12,0
Justyna,K,2010,11,1
Justyna,K,2010,10,1
Justyna,K,2010,9,1
Justyna,K,2010,8,0
Justyna,K,2010,7,1
Justyna,K,2010,6,2
Justyna,K,2010,5,0
Justyna,K,2010,4,0
Justyna,K,2010,3,0
Justyna,K,2010,2,0
Justyna,K,2010,1,2
Justyna,K,2009,12,1
Justyna,K,2009,11,3
Justyna,K,2009,10,0
Justyna,K,2009,9,3
Justyna,K,2009,8,1
Justyna,K,2009,7,1
Justyna,K,2009,6,0
Justyna,K,2009,5,2
Justyna,K,2009,4,2
Justyna,K,2009,3,1
Justyna,K,2009,2,1
Justyna,K,2009,1,2
Justyna,K,2008,12,4
Justyna,K,2008,11,2
Justyna,K,2008,10,3
Justyna,K,2008,9,1
Justyna,K,2008,8,1
Justyna,K,2008,7,0
Justyna,K,2008,6,3
Justyna,K,2008,5,0
Justyna,K,2008,4,2
Justyna,K,2008,3,1
Justyna,K,2008,2,2
Justyna,K,2008,1,2
Justyna,K,2007,12,3
Justyna,K,2007,11,3
Justyna,K,2007,10,2
Justyna,K,2007,9,2
Justyna,K,2007,8,0
Justyna,K,2007,7,0
Justyna,K,2007,6,3
Justyna,K,2007,5,1
Justyna,K,2007,4,2
Justyna,K,2007,3,0
Justyna,K,2007,2,5
Justyna,K,2007,1,1
Justyna,K,2006,12,0
Justyna,K,2006,11,1
Justyna,K,2006,10,1
Justyna,K,2006,9,4
Justyna,K,2006,8,2
Justyna,K,2006,7,1
Justyna,K,2006,6,4
Justyna,K,2006,5,2
Justyna,K,2006,4,2
Justyna,K,2006,3,2
Justyna,K,2006,2,3
Justyna,K,2006,1,0
Justyna,K,2005,12,0
Justyna,K,2005,11,1
Justyna,K,2005,10,4
Justyna,K,2005,9,7
Justyna,K,2005,8,2
Justyna,K,2005,7,1
Justyna,K,2005,6,3
Justyna,K,2005,5,3
Justyna,K,2005,4,4
Justyna,K,2005,3,1
Justyna,K,2005,2,2
Justyna,K,2005,1,3
Justyna,K,2004,12,3
Justyna,K,2004,11,1
Justyna,K,2004,10,1
Justyna,K,2004,9,1
Justyna,K,2004,8,1
Justyna,K,2004,7,1
Kaja,K,2016,5,0
Kaja,K,2016,4,1
Kaja,K,2016,3,1
Kaja,K,2016,2,0
Kaja,K,2016,1,1
Kaja,K,2015,12,1
Kaja,K,2015,11,0
Kaja,K,2015,10,1
Kaja,K,2015,9,2
Kaja,K,2015,8,0
Kaja,K,2015,7,1
Kaja,K,2015,6,3
Kaja,K,2015,5,1
Kaja,K,2015,4,4
Kaja,K,2015,3,2
Kaja,K,2015,2,4
Kaja,K,2015,1,3
Kaja,K,2014,12,2
Kaja,K,2014,11,2
Kaja,K,2014,10,4
Kaja,K,2014,9,3
Kaja,K,2014,8,0
Kaja,K,2014,7,1
Kaja,K,2014,6,1
Kaja,K,2014,5,1
Kaja,K,2014,4,1
Kaja,K,2014,3,4
Kaja,K,2014,2,1
Kaja,K,2014,1,2
Kaja,K,2013,12,2
Kaja,K,2013,11,0
Kaja,K,2013,10,5
Kaja,K,2013,9,1
Kaja,K,2013,8,0
Kaja,K,2013,7,1
Kaja,K,2013,6,3
Kaja,K,2013,5,2
Kaja,K,2013,4,4
Kaja,K,2013,3,1
Kaja,K,2013,2,1
Kaja,K,2013,1,4
Kaja,K,2012,12,1
Kaja,K,2012,11,4
Kaja,K,2012,10,2
Kaja,K,2012,9,1
Kaja,K,2012,8,3
Kaja,K,2012,7,2
Kaja,K,2012,6,4
Kaja,K,2012,5,4
Kaja,K,2012,4,2
Kaja,K,2012,3,0
Kaja,K,2012,2,2
Kaja,K,2012,1,4
Kaja,K,2011,12,2
Kaja,K,2011,11,2
Kaja,K,2011,10,1
Kaja,K,2011,9,3
Kaja,K,2011,8,2
Kaja,K,2011,7,1
Kaja,K,2011,6,5
Kaja,K,2011,5,3
Kaja,K,2011,4,1
Kaja,K,2011,3,1
Kaja,K,2011,2,1
Kaja,K,2011,1,2
Kaja,K,2010,12,1
Kaja,K,2010,11,2
Kaja,K,2010,10,3
Kaja,K,2010,9,3
Kaja,K,2010,8,0
Kaja,K,2010,7,1
Kaja,K,2010,6,0
Kaja,K,2010,5,4
Kaja,K,2010,4,0
Kaja,K,2010,3,0
Kaja,K,2010,2,3
Kaja,K,2010,1,2
Kaja,K,2009,12,1
Kaja,K,2009,11,2
Kaja,K,2009,10,1
Kaja,K,2009,9,0
Kaja,K,2009,8,0
Kaja,K,2009,7,3
Kaja,K,2009,6,1
Kaja,K,2009,5,1
Kaja,K,2009,4,1
Kaja,K,2009,3,2
Kaja,K,2009,2,0
Kaja,K,2009,1,0
Kaja,K,2008,12,0
Kaja,K,2008,11,2
Kaja,K,2008,10,0
Kaja,K,2008,9,2
Kaja,K,2008,8,2
Kaja,K,2008,7,3
Kaja,K,2008,6,0
Kaja,K,2008,5,0
Kaja,K,2008,4,2
Kaja,K,2008,3,1
Kaja,K,2008,2,1
Kaja,K,2008,1,1
Kaja,K,2007,12,0
Kaja,K,2007,11,1
Kaja,K,2007,10,0
Kaja,K,2007,9,0
Kaja,K,2007,8,1
Kaja,K,2007,7,2
Kaja,K,2007,6,1
Kaja,K,2007,5,1
Kaja,K,2007,4,3
Kaja,K,2007,3,0
Kaja,K,2007,2,2
Kaja,K,2007,1,1
Kaja,K,2006,12,0
Kaja,K,2006,11,1
Kaja,K,2006,10,2
Kaja,K,2006,9,6
Kaja,K,2006,8,1
Kaja,K,2006,7,3
Kaja,K,2006,6,1
Kaja,K,2006,5,0
Kaja,K,2006,4,0
Kaja,K,2006,3,1
Kaja,K,2006,2,3
Kaja,K,2006,1,1
Kaja,K,2005,12,1
Kaja,K,2005,11,2
Kaja,K,2005,10,0
Kaja,K,2005,9,0
Kaja,K,2005,8,0
Kaja,K,2005,7,4
Kaja,K,2005,6,1
Kaja,K,2005,5,1
Kaja,K,2005,4,2
Kaja,K,2005,3,2
Kaja,K,2005,2,4
Kaja,K,2005,1,0
Kaja,K,2004,12,0
Kaja,K,2004,11,1
Kaja,K,2004,10,1
Kaja,K,2004,9,3
Kaja,K,2004,8,3
Kaja,K,2004,7,0
Kalina,K,2016,5,1
Kalina,K,2016,4,1
Kalina,K,2016,3,1
Kalina,K,2016,2,1
Kalina,K,2016,1,0
Kalina,K,2015,12,0
Kalina,K,2015,11,3
Kalina,K,2015,10,3
Kalina,K,2015,9,1
Kalina,K,2015,8,0
Kalina,K,2015,7,2
Kalina,K,2015,6,0
Kalina,K,2015,5,1
Kalina,K,2015,4,4
Kalina,K,2015,3,1
Kalina,K,2015,2,1
Kalina,K,2015,1,1
Kalina,K,2014,12,3
Kalina,K,2014,11,5
Kalina,K,2014,10,0
Kalina,K,2014,9,1
Kalina,K,2014,8,2
Kalina,K,2014,7,2
Kalina,K,2014,6,0
Kalina,K,2014,5,0
Kalina,K,2014,4,1
Kalina,K,2014,3,2
Kalina,K,2014,2,2
Kalina,K,2014,1,2
Kalina,K,2013,12,2
Kalina,K,2013,11,2
Kalina,K,2013,10,2
Kalina,K,2013,9,1
Kalina,K,2013,8,3
Kalina,K,2013,7,0
Kalina,K,2013,6,1
Kalina,K,2013,5,2
Kalina,K,2013,4,2
Kalina,K,2013,3,2
Kalina,K,2013,2,3
Kalina,K,2013,1,1
Kalina,K,2012,12,4
Kalina,K,2012,11,3
Kalina,K,2012,10,2
Kalina,K,2012,9,5
Kalina,K,2012,8,5
Kalina,K,2012,7,1
Kalina,K,2012,6,3
Kalina,K,2012,5,6
Kalina,K,2012,4,1
Kalina,K,2012,3,2
Kalina,K,2012,2,5
Kalina,K,2012,1,4
Kalina,K,2011,12,3
Kalina,K,2011,11,3
Kalina,K,2011,10,6
Kalina,K,2011,9,1
Kalina,K,2011,8,2
Kalina,K,2011,7,1
Kalina,K,2011,6,3
Kalina,K,2011,5,7
Kalina,K,2011,4,1
Kalina,K,2011,3,5
Kalina,K,2011,2,2
Kalina,K,2011,1,1
Kalina,K,2010,12,1
Kalina,K,2010,11,3
Kalina,K,2010,10,1
Kalina,K,2010,9,3
Kalina,K,2010,8,1
Kalina,K,2010,7,3
Kalina,K,2010,6,0
Kalina,K,2010,5,0
Kalina,K,2010,4,2
Kalina,K,2010,3,0
Kalina,K,2010,2,1
Kalina,K,2010,1,2
Kalina,K,2009,12,1
Kalina,K,2009,11,5
Kalina,K,2009,10,2
Kalina,K,2009,9,2
Kalina,K,2009,8,4
Kalina,K,2009,7,3
Kalina,K,2009,6,2
Kalina,K,2009,5,3
Kalina,K,2009,4,3
Kalina,K,2009,3,3
Kalina,K,2009,2,1
Kalina,K,2009,1,2
Kalina,K,2008,12,1
Kalina,K,2008,11,0
Kalina,K,2008,10,0
Kalina,K,2008,9,2
Kalina,K,2008,8,4
Kalina,K,2008,7,1
Kalina,K,2008,6,1
Kalina,K,2008,5,0
Kalina,K,2008,4,4
Kalina,K,2008,3,0
Kalina,K,2008,2,0
Kalina,K,2008,1,1
Kalina,K,2007,12,1
Kalina,K,2007,11,2
Kalina,K,2007,10,0
Kalina,K,2007,9,0
Kalina,K,2007,8,1
Kalina,K,2007,7,1
Kalina,K,2007,6,0
Kalina,K,2007,5,4
Kalina,K,2007,4,1
Kalina,K,2007,3,1
Kalina,K,2007,2,2
Kalina,K,2007,1,2
Kalina,K,2006,12,1
Kalina,K,2006,11,0
Kalina,K,2006,10,2
Kalina,K,2006,9,1
Kalina,K,2006,8,3
Kalina,K,2006,7,2
Kalina,K,2006,6,1
Kalina,K,2006,5,0
Kalina,K,2006,4,2
Kalina,K,2006,3,1
Kalina,K,2006,2,0
Kalina,K,2006,1,0
Kalina,K,2005,12,3
Kalina,K,2005,11,0
Kalina,K,2005,10,0
Kalina,K,2005,9,0
Kalina,K,2005,8,1
Kalina,K,2005,7,2
Kalina,K,2005,6,0
Kalina,K,2005,5,2
Kalina,K,2005,4,1
Kalina,K,2005,3,0
Kalina,K,2005,2,0
Kalina,K,2005,1,1
Kalina,K,2004,12,1
